"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
115, "Line.632670", 410, 410, 105.186732885128, 105.186732885128, 2.40177711982884, 431.265604829023, 194.882314941498, 429.092295569688 
116, "Line.632670", 410, 410, 104.091116315977, 104.091116315977, 2.40177711982884, 426.773576895508, 192.862750607442, 424.564469735128 
138, "Line.632670", 410, 410, 100.896962868007, 100.896962868007, 2.40177711982884, 413.677547758829, 187.002264025592, 411.347258393489 
139, "Line.632670", 410, 410, 106.019133455204, 106.019133455204, 2.40177711982884, 434.678447166336, 196.415318044438, 432.546744250305 
140, "Line.632670", 410, 410, 103.862341013915, 103.862341013915, 2.40177711982884, 425.835598157051, 192.4399482831, 423.622959884429 
162, "Line.632670", 410, 410, 101.246073640665, 101.246073640665, 2.40177711982884, 415.108901926725, 187.641537981505, 412.790329045117 
163, "Line.632670", 410, 410, 105.945210286839, 105.945210286839, 2.40177711982884, 434.375362176038, 196.278981628596, 432.240466546034 
164, "Line.632670", 410, 410, 103.788555030982, 103.788555030982, 2.40177711982884, 425.533075627025, 192.304311795126, 423.317368458365 
187, "Line.632670", 410, 410, 103.482545003457, 103.482545003457, 2.40177711982884, 424.278434514172, 191.75513248511, 422.013538140718 
188, "Line.632670", 410, 410, 101.816847292939, 101.816847292939, 2.40177711982884, 417.449073901049, 188.686283339506, 415.152992463758 
211, "Line.632670", 410, 410, 101.495953425442, 101.495953425442, 2.40177711982884, 416.133409044312, 188.108105185498, 413.798207523697 
283, "Line.632670", 410, 410, 104.534842100895, 104.534842100895, 2.40177711982884, 428.592852613669, 193.687932257359, 426.391535875419 
284, "Line.632670", 410, 410, 100.461026342434, 100.461026342434, 2.40177711982884, 411.890208003978, 186.198321185702, 409.563503231321 
307, "Line.632670", 410, 410, 102.635575278111, 102.635575278111, 2.40177711982884, 420.805858640255, 190.197748130839, 418.525826365719 
330, "Line.632670", 410, 410, 101.512611319778, 101.512611319778, 2.40177711982884, 416.20170641109, 188.129822876314, 413.892364386621 
331, "Line.632670", 410, 410, 105.587549160493, 105.587549160493, 2.40177711982884, 432.908951558022, 195.627473873626, 430.738712792906 
332, "Line.632670", 410, 410, 101.508179776371, 101.508179776371, 2.40177711982884, 416.183537083122, 188.115753435361, 413.890426853217 
355, "Line.632670", 410, 410, 100.188243123283, 100.188243123283, 2.40177711982884, 410.771796805461, 185.709212918554, 408.423973662859 
451, "Line.632670", 410, 410, 103.040282877103, 103.040282877103, 2.40177711982884, 422.465159796122, 190.93188029996, 420.213234664664 
452, "Line.632670", 410, 410, 100.687723749322, 100.687723749322, 2.40177711982884, 412.819667372218, 186.616655127541, 410.489835754573 
475, "Line.632670", 410, 410, 102.800786244919, 102.800786244919, 2.40177711982884, 421.483223604168, 190.492218356997, 419.221796331226 
476, "Line.632670", 410, 410, 101.136681136149, 101.136681136149, 2.40177711982884, 414.660392658211, 187.439956389232, 412.341368432049 
499, "Line.632670", 410, 410, 102.3128412981, 102.3128412981, 2.40177711982884, 419.482649322209, 189.596888201088, 417.202428322912 
500, "Line.632670", 410, 410, 100.594882576415, 100.594882576415, 2.40177711982884, 412.439018563302, 186.448028278376, 410.102463496458 
619, "Line.632670", 410, 410, 101.834978246427, 101.834978246427, 2.40177711982884, 417.523410810352, 188.729148717161, 415.213667824833 
786, "Line.632670", 410, 410, 100.603113990788, 100.603113990788, 2.40177711982884, 412.472767362231, 186.464422594883, 410.132919395746 
787, "Line.632670", 410, 410, 105.445881670476, 105.445881670476, 2.40177711982884, 432.328114848952, 195.359067805362, 430.169100262567 
788, "Line.632670", 410, 410, 101.939421856871, 101.939421856871, 2.40177711982884, 417.95162961317, 188.907337592711, 415.670480910157 
811, "Line.632670", 410, 410, 104.469707390444, 104.469707390444, 2.40177711982884, 428.325800300821, 193.558864593294, 426.134413741844 
812, "Line.632670", 410, 410, 101.690040897316, 101.690040897316, 2.40177711982884, 416.929167678996, 188.451422011046, 414.636128250593 
835, "Line.632670", 410, 410, 102.322048842544, 102.322048842544, 2.40177711982884, 419.52040025443, 189.613776239503, 417.240529470912 
836, "Line.632670", 410, 410, 100.943296582281, 100.943296582281, 2.40177711982884, 413.867515987354, 187.086424958715, 411.54035126439 
859, "Line.632670", 410, 410, 105.042787982304, 105.042787982304, 2.40177711982884, 430.675430727448, 194.62278511236, 428.497097307084 
860, "Line.632670", 410, 410, 102.756696990611, 102.756696990611, 2.40177711982884, 421.302457661504, 190.408703989628, 419.046330666423 
882, "Line.632670", 410, 410, 100.162567108498, 100.162567108498, 2.40177711982884, 410.666525144843, 185.658510183714, 408.312911137608 
883, "Line.632670", 410, 410, 104.829022176442, 104.829022176442, 2.40177711982884, 429.798990923413, 194.231810544457, 427.590693547796 
884, "Line.632670", 410, 410, 101.231599859207, 101.231599859207, 2.40177711982884, 415.049559422748, 187.610157159446, 412.743743263235 
955, "Line.632670", 410, 410, 102.064398527102, 102.064398527102, 2.40177711982884, 418.46403396112, 189.141245628499, 416.17454541366 
956, "Line.632670", 410, 410, 102.325430499917, 102.325430499917, 2.40177711982884, 419.53426504966, 189.626136950647, 417.241650470361 
978, "Line.632670", 410, 410, 100.291036993071, 100.291036993071, 2.40177711982884, 411.19325167159, 185.893471889386, 408.843582235045 
979, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 100.123334015442, 73.423778277991, 2.40177711982884, 76.4265110944426, 57.5940328342331, 59.2748430787929 
979, "Line.632670", 410, 410, 109.012498598015, 109.012498598015, 2.40177711982884, 446.95124425186, 201.942725181804, 444.97590716742 
980, "Line.632670", 410, 410, 106.635157594216, 106.635157594216, 2.40177711982884, 437.204146136288, 197.544867518115, 435.122631736334 
981, "Line.632670", 410, 410, 101.824166653283, 101.824166653283, 2.40177711982884, 417.479083278461, 188.701958763835, 415.179619470694 
1027, "Line.632670", 410, 410, 104.043050914064, 104.043050914064, 2.40177711982884, 426.576508747662, 192.778601993574, 424.372280532586 
1028, "Line.632670", 410, 410, 101.84540154549, 101.84540154549, 2.40177711982884, 417.56614633651, 188.737400186554, 415.275161235308 
1123, "Line.632670", 410, 410, 100.502135766345, 100.502135766345, 2.40177711982884, 412.058756642015, 186.279659783297, 409.715701392636 
1195, "Line.632670", 410, 410, 104.59896406827, 104.59896406827, 2.40177711982884, 428.855752679908, 193.796646078136, 426.670160712605 
1196, "Line.632670", 410, 410, 104.633273125884, 104.633273125884, 2.40177711982884, 428.996419816123, 193.862678480542, 426.804662457896 
1291, "Line.632670", 410, 410, 101.86202600101, 101.86202600101, 2.40177711982884, 417.634306604142, 188.770210655992, 415.337429092964 
1292, "Line.632670", 410, 410, 102.385906250594, 102.385906250594, 2.40177711982884, 419.782215627437, 189.741097265339, 417.485328220318 
1531, "Line.632670", 410, 410, 106.041265564907, 106.041265564907, 2.40177711982884, 434.769188816117, 196.46214526615, 432.638371308994 
1532, "Line.632670", 410, 410, 105.710978883384, 105.710978883384, 2.40177711982884, 433.415013421874, 195.840870704896, 431.282615457159 
1533, "Line.632670", 410, 410, 100.693944219475, 100.693944219475, 2.40177711982884, 412.845171299848, 186.631663928083, 410.508150979627 
7171, "Line.632670", 390, 390, 102.715120648147, 102.715120648147, 2.40177711982884, 400.588970527773, 181.758829256044, 398.155343147612 
7194, "Line.632670", 390, 390, 100.649691603388, 100.649691603388, 2.40177711982884, 392.533797253212, 177.943294455692, 390.232860141237 
7195, "Line.632670", 390, 390, 103.584214571744, 103.584214571744, 2.40177711982884, 403.978436829801, 182.67892119439, 401.579617365012 
7219, "Line.632670", 390, 390, 104.007744016927, 104.007744016927, 2.40177711982884, 405.630201666015, 183.41411104486, 403.241679207968 
7220, "Line.632670", 390, 390, 100.648695766886, 100.648695766886, 2.40177711982884, 392.529913490855, 177.592359690058, 390.0869670805 
7243, "Line.632670", 390, 390, 100.649281322735, 100.649281322735, 2.40177711982884, 392.532197158666, 177.942082604366, 390.216041822961 
7507, "Line.632670", 410, 410, 101.30121543761, 101.30121543761, 2.40177711982884, 415.334983294201, 187.742540588431, 413.018311851353 
7530, "Line.632670", 410, 410, 102.386481860886, 102.386481860886, 2.40177711982884, 419.784575629633, 189.731976714891, 417.507149490634 
7531, "Line.632670", 410, 410, 105.146233461191, 105.146233461191, 2.40177711982884, 431.099557190884, 194.81201992377, 428.915889982946 
7532, "Line.632670", 410, 410, 101.195494749299, 101.195494749299, 2.40177711982884, 414.901528472125, 187.543160744679, 412.597292633911 
7675, "Line.632670", 410, 410, 101.506596366548, 101.506596366548, 2.40177711982884, 416.177045102847, 188.12589258713, 413.846951890391 
7723, "Line.632670", 410, 410, 100.426832882569, 100.426832882569, 2.40177711982884, 411.750014818534, 186.145667006273, 409.409635100141 
7842, "Line.632670", 410, 410, 100.621474199348, 100.621474199348, 2.40177711982884, 412.548044217325, 186.49802243327, 410.208784200197 
7843, "Line.632670", 410, 410, 103.485119530362, 103.485119530362, 2.40177711982884, 424.288990074484, 191.756843510722, 422.03246110915 
7844, "Line.632670", 410, 410, 100.376732542129, 100.376732542129, 2.40177711982884, 411.544603422731, 186.046292698264, 409.208412947581 
8010, "Line.632670", 410, 410, 104.377399797362, 104.377399797362, 2.40177711982884, 427.947339169184, 193.38907523577, 425.751842537943 
8011, "Line.632670", 410, 410, 106.562094833765, 106.562094833765, 2.40177711982884, 436.904588818437, 197.420004899656, 434.792623814959 
8012, "Line.632670", 410, 410, 103.338709643872, 103.338709643872, 2.40177711982884, 423.688709539875, 191.475400855228, 421.461250974446 
8035, "Line.632670", 410, 410, 102.829172638482, 102.829172638482, 2.40177711982884, 421.599607817777, 190.554313032828, 419.31096961148 
8036, "Line.632670", 410, 410, 100.238214805631, 100.238214805631, 2.40177711982884, 410.976680703089, 185.79400282016, 408.632918981149 
8058, "Line.632670", 410, 410, 102.101205287862, 102.101205287862, 2.40177711982884, 418.614941680235, 189.208738276971, 416.326818941171 
8059, "Line.632670", 410, 410, 104.251709717232, 104.251709717232, 2.40177711982884, 427.432009840649, 193.164660119303, 425.211671027939 
8060, "Line.632670", 410, 410, 101.854879309939, 101.854879309939, 2.40177711982884, 417.605005170748, 188.754444432495, 415.314973749651 
8082, "Line.632670", 410, 410, 101.043928266466, 101.043928266466, 2.40177711982884, 414.28010589251, 187.2713480956, 411.954703090875 
8083, "Line.632670", 410, 410, 105.125518925491, 105.125518925491, 2.40177711982884, 431.014627594515, 194.776520254661, 428.822837402885 
8084, "Line.632670", 410, 410, 103.161384078601, 103.161384078601, 2.40177711982884, 422.961674722265, 191.152512732646, 420.718854995566 
8106, "Line.632670", 410, 410, 101.1449941737, 101.1449941737, 2.40177711982884, 414.694476112169, 187.456415584274, 412.372472264717 
8107, "Line.632670", 410, 410, 103.449160333031, 103.449160333031, 2.40177711982884, 424.141557365426, 191.6896884755, 421.8865619957 
8108, "Line.632670", 410, 410, 100.963421207722, 100.963421207722, 2.40177711982884, 413.950026951661, 187.121154670695, 411.629420854123 
8131, "Line.632670", 410, 410, 100.956894768921, 100.956894768921, 2.40177711982884, 413.923268552578, 187.117117456203, 411.579875229551 
8155, "Line.632670", 410, 410, 103.498187323985, 103.498187323985, 2.40177711982884, 424.34256802834, 191.776219969115, 422.096958797523 
8156, "Line.632670", 410, 410, 101.220250946855, 101.220250946855, 2.40177711982884, 415.003028882104, 187.592018239444, 412.689272078696 
8178, "Line.632670", 410, 410, 108.023383002782, 108.023383002782, 2.40177711982884, 442.895870311405, 200.109715212472, 440.882460635032 
8179, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 102.918236582719, 75.4733734939941, 2.40177711982884, 78.5599263883534, 59.5202248081275, 60.9490203617076 
8179, "Line.632670", 410, 410, 112.501322688828, 112.501322688828, 2.40177711982884, 461.255423024194, 208.671481712432, 459.286394215843 
8180, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 100.940042440657, 74.0226977898153, 2.40177711982884, 77.0499239695171, 58.4241076077325, 59.7633002744063 
8180, "Line.632670", 410, 410, 110.221351185823, 110.221351185823, 2.40177711982884, 451.907539861873, 204.435783832687, 449.805656696316 
8181, "Line.632670", 410, 410, 105.048141432823, 105.048141432823, 2.40177711982884, 430.697379874575, 194.873487567043, 428.328515588597 
8202, "Line.632670", 410, 410, 105.874258191183, 105.874258191183, 2.40177711982884, 434.084458583852, 196.144711448821, 431.95881403712 
8203, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 101.339822145842, 74.3158695736176, 2.40177711982884, 77.3550852825527, 58.6467888777705, 60.0020787006894 
8203, "Line.632670", 410, 410, 110.682028893654, 110.682028893654, 2.40177711982884, 453.79631846398, 205.293032171794, 451.71502890201 
8204, "Line.632670", 410, 410, 107.928124379956, 107.928124379956, 2.40177711982884, 442.50530995782, 200.187216311726, 440.281655880878 
8205, "Line.632670", 410, 410, 103.822975801366, 103.822975801366, 2.40177711982884, 425.674200785602, 192.60837490349, 423.275945585746 
8226, "Line.632670", 410, 410, 102.018407591872, 102.018407591872, 2.40177711982884, 418.275471126674, 189.056915699887, 415.984293271946 
8227, "Line.632670", 410, 410, 107.38017750675, 107.38017750675, 2.40177711982884, 440.258727777673, 198.925897430898, 438.196252273973 
8228, "Line.632670", 410, 410, 105.468635877571, 105.468635877571, 2.40177711982884, 432.421407098041, 195.39584807348, 430.279998232697 
8229, "Line.632670", 410, 410, 101.553881445787, 101.553881445787, 2.40177711982884, 416.370913927727, 188.19979836716, 414.078835244969 
8250, "Line.632670", 410, 410, 101.255265166556, 101.255265166556, 2.40177711982884, 415.146587182882, 187.658379683254, 412.828335968752 
8251, "Line.632670", 410, 410, 106.19494109978, 106.19494109978, 2.40177711982884, 435.399258509098, 196.739342913988, 433.276400669227 
8252, "Line.632670", 410, 410, 104.175779081193, 104.175779081193, 2.40177711982884, 427.120694232889, 193.01644647513, 424.920843798639 
8253, "Line.632670", 410, 410, 100.790328720661, 100.790328720661, 2.40177711982884, 413.24034775471, 186.802556629924, 410.919182968428 
8274, "Line.632670", 410, 410, 100.529668834951, 100.529668834951, 2.40177711982884, 412.171642223298, 186.330026491917, 409.829453614967 
8275, "Line.632670", 410, 410, 102.785963719235, 102.785963719235, 2.40177711982884, 421.422451248862, 190.47163786648, 419.141326026968 
8322, "Line.632670", 410, 410, 100.548028284048, 100.548028284048, 2.40177711982884, 412.246915964598, 186.363621904597, 409.905305030462 
8323, "Line.632670", 410, 410, 103.319377733278, 103.319377733278, 2.40177711982884, 423.609448706441, 191.452161541671, 421.34667232615 
8324, "Line.632670", 410, 410, 101.320961519281, 101.320961519281, 2.40177711982884, 415.415942229051, 187.77690252349, 413.104553473194 
8346, "Line.632670", 410, 410, 102.598205132483, 102.598205132483, 2.40177711982884, 420.652641043182, 190.120429706639, 418.383312720051 
8347, "Line.632670", 410, 410, 108.344609359744, 108.344609359744, 2.40177711982884, 444.212898374951, 200.707305929723, 442.2025783304 
8348, "Line.632670", 410, 410, 106.384500568046, 106.384500568046, 2.40177711982884, 436.176452328988, 197.083429260709, 434.080293672256 
8349, "Line.632670", 410, 410, 102.152306062695, 102.152306062695, 2.40177711982884, 418.824454857051, 189.296069441935, 416.556040422321 
8370, "Line.632670", 410, 410, 101.328786926569, 101.328786926569, 2.40177711982884, 415.448026398935, 187.793048968095, 413.132301257603 
8371, "Line.632670", 410, 410, 106.019211848827, 106.019211848827, 2.40177711982884, 434.678768580191, 196.415368494742, 432.54751162323 
8372, "Line.632670", 410, 410, 104.295245028764, 104.295245028764, 2.40177711982884, 427.610504617931, 193.236739207401, 425.414217424514 
8373, "Line.632670", 410, 410, 100.698835124533, 100.698835124533, 2.40177711982884, 412.865224010584, 186.634681399044, 410.542283336585 
8395, "Line.632670", 410, 410, 100.762141076068, 100.762141076068, 2.40177711982884, 413.124778411878, 186.762837539204, 410.768687245706 
8419, "Line.632670", 410, 410, 100.622026580862, 100.622026580862, 2.40177711982884, 412.550308981533, 186.507248900745, 410.199519861069 
8443, "Line.632670", 410, 410, 100.869965986599, 100.869965986599, 2.40177711982884, 413.566860545057, 186.961125845531, 411.224049208522 
8490, "Line.632670", 410, 410, 102.266321381598, 102.266321381598, 2.40177711982884, 419.291917664552, 189.513355637013, 417.023223198092 
8491, "Line.632670", 410, 410, 107.343165379255, 107.343165379255, 2.40177711982884, 440.106978054945, 198.857508640478, 438.042844394431 
8492, "Line.632670", 410, 410, 105.311711445854, 105.311711445854, 2.40177711982884, 431.778016928002, 195.106593226141, 429.629922970886 
8493, "Line.632670", 410, 410, 103.014541979702, 103.014541979702, 2.40177711982884, 422.359622116777, 190.882162662328, 420.113208049161 
8514, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 101.623157850437, 74.5236490903202, 2.40177711982884, 77.5713621333345, 58.8024359467551, 60.1686352899959 
8514, "Line.632670", 410, 410, 111.007210788982, 111.007210788982, 2.40177711982884, 455.129564234828, 205.894086331185, 453.049957490526 
8515, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 107.284641654155, 78.6754038797138, 2.40177711982884, 81.8929067461935, 61.9330471193899, 63.5664411383059 
8515, "Line.632670", 410, 410, 117.532521478549, 117.532521478549, 2.40177711982884, 481.883338062052, 218.050410511644, 480.249118733549 
8516, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 106.201146326658, 77.880840639549, 2.40177711982884, 81.0658491129049, 61.3329152662372, 62.9191958648998 
8516, "Line.632670", 410, 410, 116.284567808768, 116.284567808768, 2.40177711982884, 476.766728015947, 215.715879962264, 475.057361153121 
8517, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 103.108277095807, 75.6127365369252, 2.40177711982884, 78.7049888108618, 59.6222862801647, 61.0655009624122 
8517, "Line.632670", 410, 410, 112.720589698453, 112.720589698453, 2.40177711982884, 462.154417763656, 209.073094364073, 460.214115176336 
8518, "Line.632670", 410, 410, 105.729500942441, 105.729500942441, 2.40177711982884, 433.490953864008, 196.129817286992, 431.153895056355 
8538, "Line.632670", 410, 410, 108.744822354655, 108.744822354655, 2.40177711982884, 445.853771654085, 201.448025711478, 443.888245792912 
8539, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 104.670504088034, 76.7583696645584, 2.40177711982884, 79.8974736569523, 60.48827331286, 62.0007359328681 
8539, "Line.632670", 410, 410, 114.520798622483, 114.520798622483, 2.40177711982884, 469.535274352179, 212.428577655636, 467.701588276698 
8540, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 103.193741428055, 75.6754103805739, 2.40177711982884, 78.7702257588817, 59.6721114076084, 61.1145732291054 
8540, "Line.632670", 410, 410, 112.818903559435, 112.818903559435, 2.40177711982884, 462.557504593685, 209.260607351296, 460.611079393624 
8541, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 100.772157616875, 73.8995822523752, 2.40177711982884, 76.9217735091521, 58.3303382228351, 59.66336738036 
8541, "Line.632670", 410, 410, 110.027936786528, 110.027936786528, 2.40177711982884, 451.114540824765, 204.075694841158, 449.005815828824 
8542, "Line.632670", 410, 410, 104.046332245439, 104.046332245439, 2.40177711982884, 426.589962206301, 193.027395438908, 424.181982017898 
8562, "Line.632670", 410, 410, 107.399640843214, 107.399640843214, 2.40177711982884, 440.338527457179, 198.96283746768, 438.297873662661 
8563, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 103.273126986304, 75.7336264566226, 2.40177711982884, 78.8308226348034, 59.7164211939125, 61.1619859538863 
8563, "Line.632670", 410, 410, 112.910348599225, 112.910348599225, 2.40177711982884, 462.932429256821, 209.431878799697, 460.989919016418 
8564, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 102.032689253406, 74.8239721191644, 2.40177711982884, 77.8839671481429, 59.030310627988, 60.4175901322377 
8564, "Line.632670", 410, 410, 111.480661194178, 111.480661194178, 2.40177711982884, 457.070710896131, 206.774836912697, 455.037653980743 
8565, "Line.632670", 410, 410, 108.197147029017, 108.197147029017, 2.40177711982884, 443.60830281897, 200.683480744447, 441.402853498215 
8566, "Line.632670", 410, 410, 103.02729810697, 103.02729810697, 2.40177711982884, 422.411922238579, 191.152375248614, 419.96442389952 
8586, "Line.632670", 410, 410, 102.432504678605, 102.432504678605, 2.40177711982884, 419.97326918228, 189.816404818236, 417.697588406721 
8587, "Line.632670", 410, 410, 102.358085534968, 102.358085534968, 2.40177711982884, 419.668150693371, 189.680890659427, 417.385177376364 
8659, "Line.632670", 410, 410, 100.628774245219, 100.628774245219, 2.40177711982884, 412.577974405399, 186.515197790362, 410.244050988986 
8682, "Line.632670", 410, 410, 104.700529409562, 104.700529409562, 2.40177711982884, 429.272170579202, 193.983511451612, 427.091161561649 
8683, "Transformer.XFM1", 76.3323673207438, 104.089591801014, 100.712806416032, 73.8560580384231, 2.40177711982884, 76.8764693325148, 58.2994460449681, 59.6260237278173 
8683, "Line.632670", 410, 410, 109.959287733902, 109.959287733902, 2.40177711982884, 450.833079708996, 203.952603886323, 448.709786041683 
8684, "Line.632670", 410, 410, 107.364612855725, 107.364612855725, 2.40177711982884, 440.194912708473, 199.145541411646, 437.941730367781 
8685, "Line.632670", 410, 410, 103.033949907484, 103.033949907484, 2.40177711982884, 422.439194620686, 191.156286396278, 420.012816105565 
8706, "Line.632670", 410, 410, 101.273642138248, 101.273642138248, 2.40177711982884, 415.221932766818, 187.692041336755, 412.904314323402 
8707, "Line.632670", 410, 410, 106.852053768772, 106.852053768772, 2.40177711982884, 438.093420451967, 197.95132177482, 436.003108926118 
8708, "Line.632670", 410, 410, 104.86811077962, 104.86811077962, 2.40177711982884, 429.959254196443, 194.290126416713, 427.790110378922 
8709, "Line.632670", 410, 410, 101.149119649369, 101.149119649369, 2.40177711982884, 414.711390562414, 187.458799274275, 412.403993657879 
8730, "Line.632670", 410, 410, 100.795935370662, 100.795935370662, 2.40177711982884, 413.263335019713, 186.817325806966, 410.929717034393 
8731, "Line.632670", 410, 410, 104.691804256879, 104.691804256879, 2.40177711982884, 429.236397453204, 193.977771317311, 427.025965295225 
8732, "Line.632670", 410, 410, 102.075982079787, 102.075982079787, 2.40177711982884, 418.511526527129, 189.159455212134, 416.230421629651 
